recency,frequency,monetary,cluster,customer_segment,dbscan_cluster
70,44,617.65,2,At Risk Customers,0
352,49,783.94,2,At Risk Customers,0
2,128,1279.84,1,VIP Customers,0
116,25,411.7,2,At Risk Customers,0
372,65,351.75,2,At Risk Customers,0
196,33,559.87,2,At Risk Customers,0
176,3,75.0,0,Churned Customers,0
99,22,346.38,2,At Risk Customers,0
20,105,1457.78,1,VIP Customers,0
71,4,121.5,0,Churned Customers,0
339,11,168.3,0,Churned Customers,0
5,165,1525.81,1,VIP Customers,0
30,103,812.68,2,At Risk Customers,0
169,8,142.5,0,Churned Customers,0
121,17,302.25,2,At Risk Customers,0
21,114,2047.39,1,VIP Customers,0
9,79,1328.55,1,VIP Customers,0
268,20,301.9,2,At Risk Customers,0
22,24,405.1,3,Loyal Customers,0
126,10,182.22,0,Churned Customers,0
25,134,3494.38,1,VIP Customers,0
138,22,361.22,2,At Risk Customers,0
213,40,579.17,2,At Risk Customers,0
105,40,563.77,2,At Risk Customers,0
17,37,616.26,3,Loyal Customers,0
2,16,274.15000000000003,3,Loyal Customers,0
330,14,226.37,0,Churned Customers,0
63,146,2260.11,1,VIP Customers,0
119,66,1176.53,2,At Risk Customers,0
34,19,328.15,3,Loyal Customers,0
171,55,993.46,2,At Risk Customers,0
71,10,267.45,0,Churned Customers,0
0,37,326.75,3,Loyal Customers,0
127,111,408.59,2,At Risk Customers,0
46,13,302.34000000000003,3,Loyal Customers,0
5,297,2848.12,1,VIP Customers,0
13,310,3448.32,1,VIP Customers,0
17,38,139.41,3,Loyal Customers,0
27,149,1477.2,1,VIP Customers,0
36,10,151.05,0,Churned Customers,0
156,9,120.3,0,Churned Customers,0
283,18,94.05,0,Churned Customers,0
106,141,534.31,2,At Risk Customers,0
24,66,1148.75,1,VIP Customers,0
74,15,322.41,2,At Risk Customers,0
15,43,328.58,3,Loyal Customers,0
157,1,35.7,0,Churned Customers,0
43,36,465.46,2,At Risk Customers,0
10,84,778.15,3,Loyal Customers,0
31,221,1365.65,1,VIP Customers,0
290,9,53.5,0,Churned Customers,0
20,57,1116.47,3,Loyal Customers,0
332,8,153.9,0,Churned Customers,0
17,28,494.44,3,Loyal Customers,0
17,59,1247.46,1,VIP Customers,0
62,39,395.8,2,At Risk Customers,0
197,31,211.77,2,At Risk Customers,0
32,34,658.88,3,Loyal Customers,0
0,101,1594.06,1,VIP Customers,0
6,56,731.96,3,Loyal Customers,0
4,636,3450.41,1,VIP Customers,0
9,104,891.21,1,VIP Customers,0
31,76,660.07,2,At Risk Customers,0
52,5,109.36,0,Churned Customers,0
11,52,705.79,3,Loyal Customers,0
17,42,332.01,3,Loyal Customers,0
18,18,327.3,3,Loyal Customers,0
36,127,800.67,2,At Risk Customers,0
1,67,379.11,3,Loyal Customers,0
17,115,1443.71,1,VIP Customers,0
81,221,1301.91,2,At Risk Customers,0
32,92,355.73,3,Loyal Customers,0
65,109,466.73,2,At Risk Customers,0
8,120,822.86,1,VIP Customers,0
266,2,55.2,0,Churned Customers,0
246,22,309.85,2,At Risk Customers,0
3,105,1995.16,1,VIP Customers,0
60,24,384.59,2,At Risk Customers,0
74,98,643.76,2,At Risk Customers,0
89,32,538.6,2,At Risk Customers,0
59,56,512.36,2,At Risk Customers,0
28,81,302.57,3,Loyal Customers,0
322,4,94.36,0,Churned Customers,0
52,24,592.11,2,At Risk Customers,0
269,43,217.89,2,At Risk Customers,0
1,322,2772.81,1,VIP Customers,0
56,81,1383.98,2,At Risk Customers,0
60,206,1482.06,1,VIP Customers,0
153,79,1502.5,2,At Risk Customers,0
18,72,408.02,3,Loyal Customers,0
94,29,303.93,2,At Risk Customers,0
0,169,2657.42,1,VIP Customers,0
264,56,241.25,2,At Risk Customers,0
311,10,177.5,0,Churned Customers,0
69,23,443.05,2,At Risk Customers,0
309,3,6.85,0,Churned Customers,0
18,58,154.35,3,Loyal Customers,0
12,164,1863.68,1,VIP Customers,0
35,231,2022.98,1,VIP Customers,0
18,44,211.7,3,Loyal Customers,0
53,30,135.99,0,Churned Customers,0
56,31,262.2,2,At Risk Customers,0
21,7,126.25,0,Churned Customers,0
43,47,200.27,3,Loyal Customers,0
26,69,870.8,3,Loyal Customers,0
44,95,631.12,2,At Risk Customers,0
112,46,691.79,2,At Risk Customers,0
16,96,2210.3900000000003,1,VIP Customers,0
24,17,285.28,3,Loyal Customers,0
190,5,133.56,0,Churned Customers,0
301,21,302.7,2,At Risk Customers,0
1,350,1680.4,1,VIP Customers,0
262,8,187.96,0,Churned Customers,0
105,1,4.95,0,Churned Customers,0
56,4,110.95,0,Churned Customers,0
212,75,578.28,2,At Risk Customers,0
63,7,143.4,0,Churned Customers,0
27,16,120.66,3,Loyal Customers,0
28,106,1466.8,1,VIP Customers,0
5,132,798.35,1,VIP Customers,0
7,269,2864.07,1,VIP Customers,0
66,24,381.2,2,At Risk Customers,0
1,171,609.3,1,VIP Customers,0
45,84,654.67,2,At Risk Customers,0
33,63,230.51,3,Loyal Customers,0
205,2,2.9,0,Churned Customers,0
135,34,255.91,2,At Risk Customers,0
197,19,182.99,0,Churned Customers,0
197,40,707.69,2,At Risk Customers,0
149,10,241.12,0,Churned Customers,0
87,13,217.17,0,Churned Customers,0
44,2,6.9,0,Churned Customers,0
63,99,1841.18,2,At Risk Customers,0
98,100,1448.88,2,At Risk Customers,0
217,8,161.56,0,Churned Customers,0
2,202,3482.74,1,VIP Customers,0
27,131,763.53,1,VIP Customers,0
177,32,142.92,0,Churned Customers,0
185,2,68.0,0,Churned Customers,0
20,81,1377.4,1,VIP Customers,0
19,230,1298.66,1,VIP Customers,0
33,143,1410.36,1,VIP Customers,0
73,1,12.5,0,Churned Customers,0
23,171,625.42,1,VIP Customers,0
51,164,752.77,2,At Risk Customers,0
274,13,223.95,0,Churned Customers,0
164,18,316.11,2,At Risk Customers,0
6,334,1666.89,1,VIP Customers,0
143,27,459.3,2,At Risk Customers,0
63,146,2494.46,1,VIP Customers,0
24,17,331.0,3,Loyal Customers,0
9,35,300.83,3,Loyal Customers,0
75,51,613.77,2,At Risk Customers,0
15,18,220.62,3,Loyal Customers,0
191,19,139.35,0,Churned Customers,0
173,25,404.3,2,At Risk Customers,0
76,42,363.65,2,At Risk Customers,0
32,28,438.8,3,Loyal Customers,0
46,37,624.3,2,At Risk Customers,0
79,53,1186.03,2,At Risk Customers,0
296,50,826.53,2,At Risk Customers,0
2,88,648.26,3,Loyal Customers,0
8,93,1480.52,1,VIP Customers,0
49,128,2458.93,1,VIP Customers,0
160,15,100.97,0,Churned Customers,0
359,19,365.45,2,At Risk Customers,0
4,10,235.86,3,Loyal Customers,0
106,84,1431.93,2,At Risk Customers,0
24,83,465.88,3,Loyal Customers,0
19,3,90.3,0,Churned Customers,0
296,12,287.2,0,Churned Customers,0
371,13,248.1,0,Churned Customers,0
21,158,871.53,1,VIP Customers,0
18,29,509.34,3,Loyal Customers,0
51,106,1254.64,2,At Risk Customers,0
29,6,101.7,0,Churned Customers,0
276,17,162.7,0,Churned Customers,0
60,39,424.32,2,At Risk Customers,0
24,12,164.07999999999998,3,Loyal Customers,0
185,156,1046.57,2,At Risk Customers,0
1,232,5671.52,1,VIP Customers,0
1,43,923.69,3,Loyal Customers,0
171,14,218.96,0,Churned Customers,0
80,14,228.06,0,Churned Customers,0
3,17,244.41,3,Loyal Customers,0
189,29,411.0,2,At Risk Customers,0
21,77,1244.59,1,VIP Customers,0
18,175,1037.81,1,VIP Customers,0
4,28,416.75,3,Loyal Customers,0
109,54,548.12,2,At Risk Customers,0
2,34,633.11,3,Loyal Customers,0
53,4,66.52,0,Churned Customers,0
164,1,25.200000000000003,0,Churned Customers,0
290,20,480.85,2,At Risk Customers,0
9,924,3973.7,1,VIP Customers,0
108,251,2298.97,1,VIP Customers,0
95,27,574.9,2,At Risk Customers,0
242,16,287.93,0,Churned Customers,0
204,31,765.7,2,At Risk Customers,0
41,52,837.1,2,At Risk Customers,0
34,17,285.89,3,Loyal Customers,0
66,204,3093.59,1,VIP Customers,0
23,8,145.05,0,Churned Customers,0
0,447,7179.4400000000005,1,VIP Customers,0
26,56,841.41,3,Loyal Customers,0
5,31,511.12,3,Loyal Customers,0
53,13,243.5,0,Churned Customers,0
363,2,35.7,0,Churned Customers,0
14,13,213.78,3,Loyal Customers,0
193,32,637.96,2,At Risk Customers,0
2,3,31.5,3,Loyal Customers,0
14,107,2429.56,1,VIP Customers,0
26,87,1421.69,1,VIP Customers,0
126,57,1009.6,2,At Risk Customers,0
84,42,663.61,2,At Risk Customers,0
70,28,451.44,2,At Risk Customers,0
182,9,105.84,0,Churned Customers,0
112,4,50.1,0,Churned Customers,0
373,14,233.45,0,Churned Customers,0
79,21,410.18,2,At Risk Customers,0
248,3,48.75,0,Churned Customers,0
231,13,225.15,0,Churned Customers,0
70,33,459.24,2,At Risk Customers,0
68,9,107.3,0,Churned Customers,0
3,210,3753.68,1,VIP Customers,0
50,26,260.43,2,At Risk Customers,0
74,53,181.09,2,At Risk Customers,0
60,85,360.16,2,At Risk Customers,0
15,12,250.15,3,Loyal Customers,0
3,7,90.04,3,Loyal Customers,0
285,10,145.04999999999998,0,Churned Customers,0
3,62,813.52,3,Loyal Customers,0
40,30,242.7,3,Loyal Customers,0
35,28,449.12,3,Loyal Customers,0
74,34,482.47,2,At Risk Customers,0
17,162,2365.06,1,VIP Customers,0
14,268,5078.53,1,VIP Customers,0
218,6,75.66,0,Churned Customers,0
185,10,129.49,0,Churned Customers,0
32,65,1136.66,2,At Risk Customers,0
69,30,618.59,2,At Risk Customers,0
182,25,438.69,2,At Risk Customers,0
14,32,420.52,3,Loyal Customers,0
235,3,38.75,0,Churned Customers,0
30,85,1800.35,1,VIP Customers,0
263,14,226.21,0,Churned Customers,0
3,9,178.96,3,Loyal Customers,0
51,23,369.91,2,At Risk Customers,0
245,4,64.05000000000001,0,Churned Customers,0
80,42,467.45,2,At Risk Customers,0
274,23,333.08,2,At Risk Customers,0
0,159,2794.73,1,VIP Customers,0
78,20,322.8,2,At Risk Customers,0
29,114,1936.35,1,VIP Customers,0
73,60,408.63,2,At Risk Customers,0
16,148,2672.65,1,VIP Customers,0
371,8,164.8,0,Churned Customers,0
31,67,1036.67,2,At Risk Customers,0
22,91,1420.06,1,VIP Customers,0
30,45,895.51,2,At Risk Customers,0
105,12,231.1,0,Churned Customers,0
4,32,593.23,3,Loyal Customers,0
245,27,487.51,2,At Risk Customers,0
177,62,833.78,2,At Risk Customers,0
169,14,214.06,0,Churned Customers,0
42,19,290.66,3,Loyal Customers,0
71,22,376.82,2,At Risk Customers,0
58,49,1240.85,2,At Risk Customers,0
15,68,1153.26,1,VIP Customers,0
140,29,601.27,2,At Risk Customers,0
17,242,2601.02,1,VIP Customers,0
119,10,205.68,0,Churned Customers,0
9,192,874.43,1,VIP Customers,0
367,7,53.94,0,Churned Customers,0
188,2,39.12,0,Churned Customers,0
15,10,245.97,3,Loyal Customers,0
361,8,83.2,0,Churned Customers,0
18,32,118.98,3,Loyal Customers,0
67,52,567.1800000000001,2,At Risk Customers,0
14,20,306.72,3,Loyal Customers,0
23,156,1348.88,1,VIP Customers,0
16,251,4052.1,1,VIP Customers,0
1,27,709.5,3,Loyal Customers,0
54,93,304.24,2,At Risk Customers,0
33,87,1461.28,1,VIP Customers,0
2,155,2644.54,1,VIP Customers,0
365,2,27.75,0,Churned Customers,0
42,10,183.7,0,Churned Customers,0
72,28,651.9399999999999,2,At Risk Customers,0
4,23,519.28,3,Loyal Customers,0
3,7,232.2,3,Loyal Customers,0
60,62,324.24,2,At Risk Customers,0
46,544,2959.88,1,VIP Customers,0
0,60,1165.16,1,VIP Customers,0
75,10,249.56,0,Churned Customers,0
71,11,173.38,0,Churned Customers,0
288,1,8.5,0,Churned Customers,0
68,59,477.86,2,At Risk Customers,0
213,5,88.50000000000001,0,Churned Customers,0
240,21,112.75,0,Churned Customers,0
8,307,5032.0,1,VIP Customers,0
8,93,1707.02,1,VIP Customers,0
0,149,3743.91,1,VIP Customers,0
36,123,531.35,2,At Risk Customers,0
45,24,450.83,2,At Risk Customers,0
84,57,1411.97,2,At Risk Customers,0
18,393,2416.99,1,VIP Customers,0
2,11,365.64,3,Loyal Customers,0
17,436,3312.21,1,VIP Customers,0
18,599,5459.59,1,VIP Customers,0
218,86,879.06,2,At Risk Customers,0
77,17,140.92,0,Churned Customers,0
23,191,3420.53,1,VIP Customers,0
368,42,507.85,2,At Risk Customers,0
14,196,1770.22,1,VIP Customers,0
25,25,152.95,3,Loyal Customers,0
261,37,292.47,2,At Risk Customers,0
16,201,3076.53,1,VIP Customers,0
107,41,411.4,2,At Risk Customers,0
301,145,758.27,2,At Risk Customers,0
25,178,1358.74,1,VIP Customers,0
363,44,256.32,2,At Risk Customers,0
45,262,994.58,1,VIP Customers,0
37,650,6902.7,1,VIP Customers,0
51,82,743.11,2,At Risk Customers,0
31,26,486.45,3,Loyal Customers,0
51,51,596.76,2,At Risk Customers,0
78,110,1945.31,2,At Risk Customers,0
297,1,3.75,0,Churned Customers,0
176,11,226.45,0,Churned Customers,0
28,188,2118.21,1,VIP Customers,0
10,235,1242.16,1,VIP Customers,0
86,306,3866.27,1,VIP Customers,0
4,434,5896.17,1,VIP Customers,0
37,40,727.9,2,At Risk Customers,0
17,69,1515.9,1,VIP Customers,0
44,94,561.43,2,At Risk Customers,0
30,19,216.02,3,Loyal Customers,0
372,8,127.55,0,Churned Customers,0
57,34,223.92,2,At Risk Customers,0
113,165,1475.43,2,At Risk Customers,0
214,13,239.4,0,Churned Customers,0
318,7,106.83,0,Churned Customers,0
64,21,300.04,2,At Risk Customers,0
7,41,739.99,3,Loyal Customers,0
96,11,209.82,0,Churned Customers,0
19,59,993.24,3,Loyal Customers,0
198,20,342.75,2,At Risk Customers,0
3,700,2790.9500000000003,1,VIP Customers,0
293,1,34.0,0,Churned Customers,0
272,28,870.2,2,At Risk Customers,0
30,192,3322.96,1,VIP Customers,0
47,52,368.09,2,At Risk Customers,0
259,38,361.54,2,At Risk Customers,0
57,140,757.1,2,At Risk Customers,0
32,254,2242.61,1,VIP Customers,0
56,26,171.59,0,Churned Customers,0
67,47,592.22,2,At Risk Customers,0
9,154,1505.66,1,VIP Customers,0
59,70,326.54,2,At Risk Customers,0
79,48,222.62,2,At Risk Customers,0
73,16,245.94,0,Churned Customers,0
1,259,4064.59,1,VIP Customers,0
99,59,422.24,2,At Risk Customers,0
371,17,311.25,0,Churned Customers,0
9,181,2112.85,1,VIP Customers,0
19,2,60.0,0,Churned Customers,0
122,148,594.39,2,At Risk Customers,0
7,5,80.8,3,Loyal Customers,0
3,93,1545.62,1,VIP Customers,0
28,314,1705.78,1,VIP Customers,0
281,12,110.38,0,Churned Customers,0
56,16,243.84,0,Churned Customers,0
0,278,1196.5,1,VIP Customers,0
364,66,414.88,2,At Risk Customers,0
88,17,256.12,0,Churned Customers,0
10,156,1162.65,1,VIP Customers,0
162,69,1250.7,2,At Risk Customers,0
64,24,332.3,2,At Risk Customers,0
22,59,486.99,3,Loyal Customers,0
173,98,460.59,2,At Risk Customers,0
102,93,762.16,2,At Risk Customers,0
142,67,1121.59,2,At Risk Customers,0
98,22,227.22,0,Churned Customers,0
22,149,914.69,1,VIP Customers,0
191,14,250.14,0,Churned Customers,0
4,28,547.07,3,Loyal Customers,0
360,12,204.15,0,Churned Customers,0
7,425,1591.7,1,VIP Customers,0
13,286,4055.25,1,VIP Customers,0
102,28,417.06,2,At Risk Customers,0
2,83,1432.25,1,VIP Customers,0
10,185,3188.87,1,VIP Customers,0
95,26,497.61,2,At Risk Customers,0
226,38,358.38,2,At Risk Customers,0
15,25,415.64,3,Loyal Customers,0
38,24,460.78,3,Loyal Customers,0
50,22,341.7,2,At Risk Customers,0
92,8,128.5,0,Churned Customers,0
156,11,197.22,0,Churned Customers,0
38,23,325.91,3,Loyal Customers,0
202,11,136.65,0,Churned Customers,0
0,42,783.88,3,Loyal Customers,0
227,24,413.46,2,At Risk Customers,0
127,10,180.85,0,Churned Customers,0
39,10,175.55,0,Churned Customers,0
30,160,2689.78,1,VIP Customers,0
196,24,423.85,2,At Risk Customers,0
8,137,2641.11,1,VIP Customers,0
36,112,1545.02,1,VIP Customers,0
100,60,1096.19,2,At Risk Customers,0
42,321,6743.18,1,VIP Customers,0
49,11,214.32,0,Churned Customers,0
42,12,193.44,0,Churned Customers,0
52,13,234.62,0,Churned Customers,0
186,8,124.57,0,Churned Customers,0
333,19,332.41,2,At Risk Customers,0
3,20,342.45,3,Loyal Customers,0
9,9,144.91000000000005,3,Loyal Customers,0
23,19,328.4,3,Loyal Customers,0
14,2,35.400000000000006,0,Churned Customers,0
368,7,187.65,0,Churned Customers,0
144,51,697.86,2,At Risk Customers,0
59,6,173.76,0,Churned Customers,0
30,25,452.8,3,Loyal Customers,0
140,9,117.74,0,Churned Customers,0
22,127,817.12,1,VIP Customers,0
21,127,2279.14,1,VIP Customers,0
76,1,12.75,0,Churned Customers,0
4,261,5786.94,1,VIP Customers,0
66,112,2095.53,2,At Risk Customers,0
11,156,846.62,1,VIP Customers,0
83,3,13.3,0,Churned Customers,0
30,173,1433.68,1,VIP Customers,0
66,38,585.72,2,At Risk Customers,0
186,37,272.48,2,At Risk Customers,0
37,26,429.84,3,Loyal Customers,0
14,96,450.41,3,Loyal Customers,0
34,36,192.33,3,Loyal Customers,0
194,134,1527.67,2,At Risk Customers,0
1,186,742.43,1,VIP Customers,0
0,97,518.19,3,Loyal Customers,0
366,45,145.93,2,At Risk Customers,0
64,62,202.27,2,At Risk Customers,0
298,37,289.78,2,At Risk Customers,0
25,157,501.03,1,VIP Customers,0
7,122,1221.56,1,VIP Customers,0
16,78,840.3100000000001,3,Loyal Customers,0
115,32,638.73,2,At Risk Customers,0
28,56,363.2,3,Loyal Customers,0
3,662,3430.55,1,VIP Customers,0
4,189,2338.86,1,VIP Customers,0
81,85,457.83,2,At Risk Customers,0
28,137,717.8,1,VIP Customers,0
71,17,301.38,2,At Risk Customers,0
3,545,1508.96,1,VIP Customers,0
28,86,1761.58,1,VIP Customers,0
289,7,53.44,0,Churned Customers,0
35,29,133.76,3,Loyal Customers,0
8,55,423.5,3,Loyal Customers,0
23,136,562.41,1,VIP Customers,0
276,5,82.30000000000001,0,Churned Customers,0
49,128,1068.82,2,At Risk Customers,0
155,322,2362.75,1,VIP Customers,0
60,55,154.18,2,At Risk Customers,0
11,611,5980.5,1,VIP Customers,0
20,79,732.79,3,Loyal Customers,0
370,14,230.25,0,Churned Customers,0
275,3,72.35,0,Churned Customers,0
79,190,2059.05,1,VIP Customers,0
3,77,1295.39,1,VIP Customers,0
25,52,327.89,3,Loyal Customers,0
4,886,4554.87,1,VIP Customers,0
52,48,150.23000000000002,2,At Risk Customers,0
0,41,409.96,3,Loyal Customers,0
54,61,931.03,2,At Risk Customers,0
25,56,261.9,3,Loyal Customers,0
8,234,1878.43,1,VIP Customers,0
51,304,3000.38,1,VIP Customers,0
12,276,1857.29,1,VIP Customers,0
211,31,692.23,2,At Risk Customers,0
21,247,4235.4,1,VIP Customers,0
235,21,406.48,2,At Risk Customers,0
138,16,286.52,0,Churned Customers,0
3,57,738.87,3,Loyal Customers,0
56,33,528.66,2,At Risk Customers,0
134,85,1229.9,2,At Risk Customers,0
108,16,167.61,0,Churned Customers,0
29,1,20.8,0,Churned Customers,0
0,42,968.88,3,Loyal Customers,0
184,24,467.82,2,At Risk Customers,0
17,15,248.94,3,Loyal Customers,0
238,15,337.44,0,Churned Customers,0
86,7,117.35,0,Churned Customers,0
38,101,507.05,2,At Risk Customers,0
115,14,234.17,0,Churned Customers,0
186,7,110.55,0,Churned Customers,0
226,26,201.19,0,Churned Customers,0
44,7,159.49,0,Churned Customers,0
188,21,319.02,2,At Risk Customers,0
3,31,439.43,3,Loyal Customers,0
38,41,602.71,2,At Risk Customers,0
37,40,232.21,3,Loyal Customers,0
77,39,344.33,2,At Risk Customers,0
3,83,1348.3,1,VIP Customers,0
254,79,723.86,2,At Risk Customers,0
60,22,384.06,2,At Risk Customers,0
12,137,1612.77,1,VIP Customers,0
87,389,3707.34,1,VIP Customers,0
16,67,1380.68,1,VIP Customers,0
29,1,20.8,0,Churned Customers,0
2,126,1344.84,1,VIP Customers,0
4,7,126.12,3,Loyal Customers,0
6,3,110.54999999999998,3,Loyal Customers,0
10,93,1614.31,1,VIP Customers,0
29,26,757.1800000000001,3,Loyal Customers,0
287,5,117.0,0,Churned Customers,0
149,2,15.4,0,Churned Customers,0
22,22,305.82,3,Loyal Customers,0
0,165,3771.77,1,VIP Customers,0
85,39,886.53,2,At Risk Customers,0
45,38,722.34,2,At Risk Customers,0
4,41,616.83,3,Loyal Customers,0
50,51,815.6800000000001,2,At Risk Customers,0
17,11,195.36,3,Loyal Customers,0
29,15,270.9,3,Loyal Customers,0
7,70,473.43,3,Loyal Customers,0
28,214,1838.61,1,VIP Customers,0
2,191,4491.28,1,VIP Customers,0
40,4,90.9,0,Churned Customers,0
10,228,1258.08,1,VIP Customers,0
30,7,71.0,0,Churned Customers,0
44,3,95.85,0,Churned Customers,0
60,5,99.65,0,Churned Customers,0
369,3,33.15,0,Churned Customers,0
78,148,877.5600000000001,2,At Risk Customers,0
63,11,146.87,0,Churned Customers,0
11,21,317.95,3,Loyal Customers,0
85,23,419.94,2,At Risk Customers,0
15,26,497.87,3,Loyal Customers,0
245,28,433.53,2,At Risk Customers,0
87,75,1267.32,2,At Risk Customers,0
29,22,112.4,3,Loyal Customers,0
137,13,172.53,0,Churned Customers,0
26,69,1071.49,2,At Risk Customers,0
2,97,1036.58,1,VIP Customers,0
31,99,1427.38,1,VIP Customers,0
112,21,288.44,2,At Risk Customers,0
156,18,311.42,2,At Risk Customers,0
84,65,1100.9,2,At Risk Customers,0
117,42,862.95,2,At Risk Customers,0
2,311,5028.11,1,VIP Customers,0
95,305,3043.64,1,VIP Customers,0
193,42,240.89,2,At Risk Customers,0
27,82,354.09,3,Loyal Customers,0
130,8,220.08,0,Churned Customers,0
27,82,1290.93,1,VIP Customers,0
81,62,1179.89,2,At Risk Customers,0
29,512,2989.67,1,VIP Customers,0
265,4,81.60000000000001,0,Churned Customers,0
73,63,1226.01,2,At Risk Customers,0
313,69,533.33,2,At Risk Customers,0
20,77,1416.14,1,VIP Customers,0
58,60,778.95,2,At Risk Customers,0
11,292,4312.1900000000005,1,VIP Customers,0
27,138,2447.55,1,VIP Customers,0
113,62,304.24,2,At Risk Customers,0
27,135,2149.53,1,VIP Customers,0
17,174,1446.09,1,VIP Customers,0
17,76,774.62,3,Loyal Customers,0
35,18,350.76,3,Loyal Customers,0
35,25,194.6,3,Loyal Customers,0
21,6,145.29999999999998,0,Churned Customers,0
24,63,288.91,3,Loyal Customers,0
32,76,1516.25,1,VIP Customers,0
108,44,855.2,2,At Risk Customers,0
34,145,2498.99,1,VIP Customers,0
122,185,1512.4,2,At Risk Customers,0
6,92,1520.68,1,VIP Customers,0
27,115,1991.01,1,VIP Customers,0
3,46,744.38,3,Loyal Customers,0
2,192,3648.36,1,VIP Customers,0
49,122,1674.23,1,VIP Customers,0
321,11,135.5,0,Churned Customers,0
22,69,1017.56,3,Loyal Customers,0
14,45,872.88,3,Loyal Customers,0
1,211,954.42,1,VIP Customers,0
17,65,971.74,3,Loyal Customers,0
29,32,703.53,3,Loyal Customers,0
261,1,25.5,0,Churned Customers,0
158,90,665.78,2,At Risk Customers,0
32,337,3567.0,1,VIP Customers,0
28,116,881.29,1,VIP Customers,0
164,12,163.29999999999998,0,Churned Customers,0
46,29,231.61,3,Loyal Customers,0
5,123,801.12,1,VIP Customers,0
7,38,739.7,3,Loyal Customers,0
287,9,116.2,0,Churned Customers,0
317,10,157.02,0,Churned Customers,0
2,35,606.91,3,Loyal Customers,0
232,18,307.46,2,At Risk Customers,0
118,7,138.32,0,Churned Customers,0
161,7,210.6,0,Churned Customers,0
184,31,294.24,2,At Risk Customers,0
49,35,230.5,2,At Risk Customers,0
151,248,989.45,2,At Risk Customers,0
334,14,157.09,0,Churned Customers,0
4,123,1873.17,1,VIP Customers,0
15,3,32.400000000000006,0,Churned Customers,0
106,23,413.2,2,At Risk Customers,0
15,48,848.41,3,Loyal Customers,0
275,24,380.5,2,At Risk Customers,0
15,430,7499.37,1,VIP Customers,0
246,16,172.12,0,Churned Customers,0
238,12,259.8,0,Churned Customers,0
0,45,730.17,3,Loyal Customers,0
105,34,579.78,2,At Risk Customers,0
22,74,1252.44,1,VIP Customers,0
51,9,124.88,0,Churned Customers,0
194,7,130.2,0,Churned Customers,0
23,14,213.78,3,Loyal Customers,0
74,23,329.34,2,At Risk Customers,0
17,18,112.5,3,Loyal Customers,0
7,11,192.64,3,Loyal Customers,0
31,65,1176.97,2,At Risk Customers,0
21,101,1538.88,1,VIP Customers,0
30,229,3518.03,1,VIP Customers,0
28,104,1715.46,1,VIP Customers,0
77,2,63.7,0,Churned Customers,0
32,144,2467.35,1,VIP Customers,0
283,10,158.68,0,Churned Customers,0
38,11,150.09,0,Churned Customers,0
57,54,835.78,2,At Risk Customers,0
288,16,224.91,0,Churned Customers,0
78,13,224.16,0,Churned Customers,0
4,45,1299.6,3,Loyal Customers,0
217,4,59.9,0,Churned Customers,0
43,59,1160.34,2,At Risk Customers,0
201,14,224.53,0,Churned Customers,0
177,80,711.79,2,At Risk Customers,0
55,125,783.97,2,At Risk Customers,0
56,21,84.39999999999999,0,Churned Customers,0
7,48,953.04,3,Loyal Customers,0
226,9,154.14999999999998,0,Churned Customers,0
10,74,1396.39,1,VIP Customers,0
105,60,383.75,2,At Risk Customers,0
58,17,193.69,0,Churned Customers,0
27,234,1989.13,1,VIP Customers,0
35,13,301.9,3,Loyal Customers,0
273,28,175.62,0,Churned Customers,0
29,20,385.36,3,Loyal Customers,0
23,95,641.22,3,Loyal Customers,0
53,36,186.58,2,At Risk Customers,0
35,121,1058.79,1,VIP Customers,0
174,51,1097.76,2,At Risk Customers,0
53,11,251.6,0,Churned Customers,0
52,6,159.24,0,Churned Customers,0
26,210,2267.2200000000003,1,VIP Customers,0
252,1,3.95,0,Churned Customers,0
39,157,2781.23,1,VIP Customers,0
59,100,974.12,2,At Risk Customers,0
233,8,48.05,0,Churned Customers,0
3,270,1909.47,1,VIP Customers,0
31,25,114.23,3,Loyal Customers,0
23,467,3187.55,1,VIP Customers,0
6,61,258.16,3,Loyal Customers,0
64,26,273.0,2,At Risk Customers,0
309,47,340.39,2,At Risk Customers,0
308,18,169.69,0,Churned Customers,0
18,40,359.62,3,Loyal Customers,0
15,207,1856.17,1,VIP Customers,0
95,47,318.76,2,At Risk Customers,0
263,39,842.65,2,At Risk Customers,0
11,531,3124.72,1,VIP Customers,0
2,35,417.77,3,Loyal Customers,0
34,25,190.88,3,Loyal Customers,0
182,14,149.89,0,Churned Customers,0
24,25,304.0,3,Loyal Customers,0
12,104,868.53,1,VIP Customers,0
10,18,224.69,3,Loyal Customers,0
2,555,3719.1,1,VIP Customers,0
312,13,264.0,0,Churned Customers,0
107,27,466.24,2,At Risk Customers,0
0,351,5792.07,1,VIP Customers,0
52,23,372.93,2,At Risk Customers,0
204,9,171.45,0,Churned Customers,0
14,54,280.09000000000003,3,Loyal Customers,0
119,68,274.1,2,At Risk Customers,0
3,55,336.97,3,Loyal Customers,0
362,37,269.83,2,At Risk Customers,0
116,86,348.91,2,At Risk Customers,0
17,18,178.26,3,Loyal Customers,0
4,111,271.19,3,Loyal Customers,0
40,74,291.48,2,At Risk Customers,0
106,14,99.6,0,Churned Customers,0
147,116,581.23,2,At Risk Customers,0
226,5,20.4,0,Churned Customers,0
207,23,63.440000000000005,0,Churned Customers,0
138,122,550.01,2,At Risk Customers,0
1,73,296.58,3,Loyal Customers,0
